id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_3948,Je m'appelle Ray. Je suis roentgenologue.,Je m'appelle Ray. Je suis roentgenologue.,2400,0,Je m'appelle Ana. Je suis dentiste.,My name is Ana. I am a dentist.
en_395,"Elle n'était que fille de forgeron, mais elle avait beaucoup de savoir-fer.","Elle n'était que fille de forgeron, mais elle avait beaucoup de savoir-fer.",2401,0,"Elle n'était que fille de fermier, mais elle avait beaucoup de connaissances.",
en_395,"Elle n’était que fille de forgeron, mais elle savait forger sa voie.","Elle n’était que fille de forgeron, mais elle savait forger sa voie.",2402,0,"Elle n'était que fille de paysan, mais elle savait tracer son chemin.",
en_395,"Elle n'était qu'une fille de barman, mais elle avait fini par prendre de la bouteille.","Elle n'était qu'une fille de barman, mais elle avait fini par prendre de la bouteille.",2403,0,"Elle était simplement la fille d'un barman, mais elle avait beaucoup mûri au fil du temps.",
en_395,"La fille du forgeron devait reprendre l'entreprise familiale, mais elle a préféré se forger sa propre carrière.","La fille du forgeron devait reprendre l'entreprise familiale, mais elle a préféré se forger sa propre carrière.",2404,0,"La fille de l’épicier était censée reprendre le commerce familial, mais elle a décidé de poursuivre sa propre carrière.",
en_395,Son père était forgeron et dans les affaires elle savait ferrer les clients.,Son père était forgeron et dans les affaires elle savait ferrer les clients.,2405,0,Son père était boulanger et dans les ventes elle savait attirer les clients.,
en_395,"Elle n’était qu’une fille de forgeron, mais elle avait un moral d’acier.","Elle n’était qu’une fille de forgeron, mais elle avait un moral d’acier.",2406,0,"Elle n'était que la fille d'un fermier, pourtant elle avait une force intérieure immense.",
en_395,"Son père n'était que forgeron, mais elle se forgeait un avenir d'en fer.","Son père n'était que forgeron, mais elle se forgeait un avenir d'en fer.",2407,0,"Sa mère était institutrice, mais elle rêvait d'un avenir brillant et prometteur.",
en_395,"Elle n'était que fille de forgeron, mais elle avait une volonté de fer.","Elle n'était que fille de forgeron, mais elle avait une volonté de fer.",2408,0,"Elle n'était que fille de couturière, mais elle possédait une détermination solide.",
en_395,"Elle n'était que fille de forgeron, mais elle savait tout fer.","Elle n'était que fille de forgeron, mais elle savait tout fer.",2409,0,"Elle était juste la fille du tailleur, mais elle comprenait chaque tissu.",
en_395,"C’était peut-être la fille d’Emma Son, mais elle a su bâtir son propre avenir.","C’était peut-être la fille d’Emma Son, mais elle a su bâtir son propre avenir.",2410,0,"Peut-être était-il lié à Jules Martin, mais il a tracé sa propre voie.","Maybe he was related to Jules Martin, but he made his own way."
en_395,La fille du forgeron n'avait pas le temps de soufflet.,La fille du forgeron n'avait pas le temps de soufflet.,2411,0,La maison du berger ne reçoit pas de visite aujourd'hui.,
en_395,"Elle n'était que la fille du forgeron, mais elle se forgeait déjà sa propre destinée.","Elle n'était que la fille du forgeron, mais elle se forgeait déjà sa propre destinée.",2412,0,"Il n'était que le fils du meunier, mais il traçait déjà son propre chemin.",
en_395,Elle était seulement la fille d'un forgeron mais elle avait un moral d'acier,Elle était seulement la fille d'un forgeron mais elle avait un moral d'acier,2413,0,Elle était seulement la fille d'un fermier mais elle avait une volonté ferme.,
en_395,"Fille d'un simple forgeron, elle se forgeait un avenir d'en fer.","Fille d'un simple forgeron, elle se forgeait un avenir d'en fer.",2414,0,"Née dans une famille modeste, elle construisait patiemment son futur solide.",
en_395,"Fille de pilote de ligne, elle a volé de ses propres ailes.","Fille de pilote de ligne, elle a volé de ses propres ailes.",2415,0,"Issue de famille d'aviation, elle a tracé son propre chemin.",
